94;05.09.2018,05:19:03;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;
511;05.09.2018,09:01:43;Time;;;;;;;;;;;;;;;;;0.033;39.711;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
512;05.09.2018,09:02:43;Time;;;;;;;;;;;;;;;;;0.033;39.715;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
513;05.09.2018,09:03:43;Time;;;;;;;;;;;;;;;;;0.033;39.708;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
514;05.09.2018,09:04:43;Time;;;;;;;;;;;;;;;;;0.033;39.711;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
515;05.09.2018,09:05:43;Time;;;;;;;;;;;;;;;;;0.033;39.715;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
516;05.09.2018,09:06:43;Time;;;;;;;;;;;;;;;;;0.033;39.714;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
517;05.09.2018,09:07:43;Time;;;;;;;;;;;;;;;;;0.033;39.710;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
518;05.09.2018,09:08:28;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
519;05.09.2018,09:08:43;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
520;05.09.2018,09:08:47;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
521;05.09.2018,09:09:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
522;05.09.2018,09:10:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
523;05.09.2018,09:11:43;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
524;05.09.2018,09:12:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
525;05.09.2018,09:13:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
